index,sourcetype,"_time",count
wineventlog,"WinEventLog:Microsoft-Windows-WebApplicationProxy/Admin","2022-06-20T00:00:00.000-0400",1
wineventlog,"WinEventLog:Microsoft-Windows-WebApplicationProxy/Admin","2022-06-20T01:00:00.000-0400",4
wineventlog,"WinEventLog:Microsoft-Windows-WebApplicationProxy/Admin","2022-06-20T02:00:00.000-0400",1
wineventlog,"WinEventLog:Microsoft-Windows-WebApplicationProxy/Admin","2022-06-20T02:30:00.000-0400",2
wineventlog,"WinEventLog:Microsoft-Windows-WebApplicationProxy/Admin","2022-06-20T03:30:00.000-0400",1
wineventlog,"WinEventLog:Microsoft-Windows-WebApplicationProxy/Admin","2022-06-20T05:30:00.000-0400",1
